"filename", "language", "TypeScript", "XML", "TypeScript JSX", "JavaScript JSX", "JSON", "Ruby", "JavaScript", "Markdown", "Properties", "Groovy", "Batch", "Swift", "Objective-C", "JSON with Comments", "Environment Variables", "C++", "Makefile", "comment", "blank", "total"
"/Users/birajtech/Desktop/HelloDoc/src/frontend/constants/chatConstants.ts", "TypeScript", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 35
"/Users/birajtech/Desktop/HelloDoc/src/frontend/constants/color.ts", "TypeScript", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 45
"/Users/birajtech/Desktop/HelloDoc/src/frontend/constants/navigationString.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 14
"/Users/birajtech/Desktop/HelloDoc/src/frontend/constants/responsive.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 10, 55
"/Users/birajtech/Desktop/HelloDoc/src/frontend/constants/svgPath.ts", "TypeScript", 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 66
"/Users/birajtech/Desktop/HelloDoc/src/frontend/hooks/AuthContext.tsx", "TypeScript JSX", 0, 0, 447, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 84, 557
"/Users/birajtech/Desktop/HelloDoc/src/frontend/hooks/useChat.ts", "TypeScript", 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 33, 198
"/Users/birajtech/Desktop/HelloDoc/src/frontend/navigation/Navigation.tsx", "TypeScript JSX", 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 13, 125
"/Users/birajtech/Desktop/HelloDoc/src/frontend/navigation/TabNavigation.tsx", "TypeScript JSX", 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 65
"/Users/birajtech/Desktop/HelloDoc/src/frontend/screens/Chat/Chat.tsx", "TypeScript JSX", 0, 0, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 20, 162
"/Users/birajtech/Desktop/HelloDoc/src/frontend/screens/Chat/ChatStyle.tsx", "TypeScript JSX", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6
"/Users/birajtech/Desktop/HelloDoc/src/frontend/screens/Home/Home.tsx", "TypeScript JSX", 0, 0, 182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 199
"/Users/birajtech/Desktop/HelloDoc/src/frontend/screens/Home/HomeStyle.tsx", "TypeScript JSX", 0, 0, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 127
"/Users/birajtech/Desktop/HelloDoc/src/frontend/screens/Intro/Intro.tsx", "TypeScript JSX", 0, 0, 274, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 18, 299
"/Users/birajtech/Desktop/HelloDoc/src/frontend/screens/Intro/IntroStyle.tsx", "TypeScript JSX", 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 92
"/Users/birajtech/Desktop/HelloDoc/src/frontend/screens/Login/Login.tsx", "TypeScript JSX", 0, 0, 259, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 35, 306
"/Users/birajtech/Desktop/HelloDoc/src/frontend/screens/Login/LoginStyle.tsx", "TypeScript JSX", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10
"/Users/birajtech/Desktop/HelloDoc/src/frontend/screens/Profile/Profile.tsx", "TypeScript JSX", 0, 0, 437, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 32, 481
"/Users/birajtech/Desktop/HelloDoc/src/frontend/screens/Profile/ProfileStyle.tsx", "TypeScript JSX", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6
"/Users/birajtech/Desktop/HelloDoc/src/frontend/screens/Register/Register.tsx", "TypeScript JSX", 0, 0, 390, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 45, 456
"/Users/birajtech/Desktop/HelloDoc/src/frontend/screens/Register/RegisterStyle.tsx", "TypeScript JSX", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10
"/Users/birajtech/Desktop/HelloDoc/src/frontend/screens/Setting/Setting.tsx", "TypeScript JSX", 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 102
"/Users/birajtech/Desktop/HelloDoc/src/frontend/screens/Setting/SettingStyle.tsx", "TypeScript JSX", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10
"/Users/birajtech/Desktop/HelloDoc/src/frontend/screens/Splash/Splash.tsx", "TypeScript JSX", 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 66
"/Users/birajtech/Desktop/HelloDoc/src/frontend/screens/Splash/SplashStyle.tsx", "TypeScript JSX", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 32
"/Users/birajtech/Desktop/HelloDoc/src/frontend/screens/index.tsx", "TypeScript JSX", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 26
"/Users/birajtech/Desktop/HelloDoc/src/frontend/services/authService.ts", "TypeScript", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 40
"/Users/birajtech/Desktop/HelloDoc/src/frontend/services/chatService.ts", "TypeScript", 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 11, 73
"/Users/birajtech/Desktop/HelloDoc/src/frontend/services/firestoreService.ts", "TypeScript", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 38
"/Users/birajtech/Desktop/HelloDoc/src/frontend/services/storageService.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 18
"/Users/birajtech/Desktop/HelloDoc/src/frontend/store/store.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/birajtech/Desktop/HelloDoc/src/frontend/types/types.ts", "TypeScript", 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 15, 144
"/Users/birajtech/Desktop/HelloDoc/src/frontend/utils/chatHelpers.ts", "TypeScript", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 48
"/Users/birajtech/Desktop/HelloDoc/src/frontend/utils/gradients.tsx", "TypeScript JSX", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 22
"/Users/birajtech/Desktop/HelloDoc/src/frontend/utils/validation.tsx", "TypeScript JSX", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"/Users/birajtech/Desktop/HelloDoc/tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 1, 13
"/Users/birajtech/Desktop/HelloDoc/vendor/bundle/ruby/3.4.0/gems/ffi-1.17.2/ext/ffi_c/libffi/testsuite/libffi.bhaible/Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 7, 29
"Total", "-", 801, 355, 4736, 9, 188, 49, 33, 62, 13, 76, 41, 41, 2, 12, 1, 11, 22, 405, 795, 7652
